ID	adj.P.Val	P.Value	t	B	logFC	AveExpr
ILMN_1688566	0.0854114709697966	0.000260182685156642	-4.64450024807278	0.609396182483374	-0.875885403989268	7.44792544499337
ILMN_1721559	0.0811434731567591	0.00022864279238444	-4.70696222206752	0.583709778685734	-1.43346379487056	5.35439435457491
ILMN_1672605	0.0864926709769394	0.000276650078518883	4.6148989427256	0.581752428011639	1.09986023603177	10.0033208660635
ILMN_1716875	0.0862888126526874	0.000269426648294889	4.627655663171	0.433741516928446	1.7476067090039	6.04605499902312
ILMN_1740441	0.0995490030233026	0.000333573690733784	4.52488432287607	0.409773138723216	0.909445450745372	9.83791384249987
ILMN_1667985	0.0847288909778746	0.000247315295345816	4.66899496135745	0.400443414514593	2.8671982330575	5.98274503618853
ILMN_1766712	0.0995490030233026	0.000332332983922793	-4.52667361940237	0.369394403958125	-1.38651786010241	6.71699321763539
ILMN_1761963	0.110835535755829	0.000388274666420542	4.45208216682287	0.258151825851996	1.46696354959579	8.10430216014061
ILMN_1775441	0.110835535755829	0.000382091203697865	4.45976881195633	0.218946309327439	1.22402924671888	6.66515070357235
ILMN_1751228	0.116994757671026	0.000444418213333096	-4.3875077764196	0.147492204704141	-1.14856836996646	8.052396025307
ILMN_1801516	0.116994757671026	0.000448421923231584	4.38322512059783	0.140548548132598	1.01909691751935	8.66098163880348
ILMN_1731206	0.116994757671026	0.000437637554737256	-4.39485121330685	0.115005296914564	-1.67343553609654	6.22528941651652
ILMN_1783956	0.116994757671026	0.000457711084509532	-4.37343679008109	0.0920665122673041	-1.00366005389447	6.80368053338694
ILMN_1774350	0.116994757671026	0.000463310288545681	4.36763386511242	0.0898028186993631	1.76965072625495	7.73337969669707
ILMN_1723418	0.117814049765594	0.000475526969581638	-4.35521651044516	0.0631644427833891	-1.9475292348341	6.74886777341279
ILMN_1738147	0.121861621623959	0.000509954467139233	4.32189521588467	0.013754431813199	1.49531701091991	10.4692540016289
ILMN_1691127	0.121861621623959	0.000519705339345192	4.31287265527155	0.00576861644735871	1.00839619219761	9.30419412656442
ILMN_1733538	0.121861621623959	0.000517659535230278	-4.31475130941216	0.00340910028071395	-1.13491625728163	7.47858359976557
ILMN_1715809	0.11580178366365	0.000414491191241455	-4.42082114856664	-0.0336416867113298	-1.22565412977826	4.53141409723549
ILMN_1709153	0.124659718162884	0.000550625516217142	4.28535940009545	-0.0667641552094622	1.31277715775906	7.35471043374158
ILMN_1724315	0.124659718162884	0.000549580321939288	4.28626352097018	-0.0810864449120308	0.938534724663334	6.82584112543442
ILMN_1783008	0.127163390573362	0.000571368520587033	4.26776795803759	-0.0955579359633676	1.38341178780224	10.7137292048821
ILMN_1756439	0.130155341540483	0.000611896894238217	4.23519434807978	-0.141122294627203	1.47833291942365	8.49252079839531
ILMN_1693483	0.13079773976043	0.000627542274381775	4.22320216095933	-0.163366640908193	1.31268204831185	8.89494764836288
ILMN_1781691	0.130155341540483	0.000614548105666738	4.23314045278019	-0.178289556751544	0.841333714344348	11.4696473282583
ILMN_1657873	0.133240103338407	0.000649407251059176	4.2069412777434	-0.218514978323437	0.74313792893774	10.7496512091209
ILMN_1720829	0.136559657623354	0.000675986424911891	-4.18790634779771	-0.244283902103994	-1.85140199623216	9.5747992859889
ILMN_1811997	0.137535392798905	0.000691290528118781	4.17728751116233	-0.292504219788124	0.749102018266422	11.6213543441286
ILMN_1813430	0.128500180063009	0.000587160978126613	4.2548043966419	-0.302494259436036	1.3351999620173	5.11405602186844
ILMN_1713523	0.145999445388234	0.000756070541954149	4.13483189890078	-0.339645442070035	1.015305180834	9.49754501541399
ILMN_1728830	0.146327253359912	0.000793753518491264	-4.11179937247991	-0.39271694176742	-0.930204893333083	6.55759048007636
ILMN_1795470	0.146327253359912	0.000803842922502452	-4.10582032168642	-0.394061963968271	-1.17192540985173	8.89243951268859
ILMN_1732831	0.146327253359912	0.000811200359242205	-4.10150795249477	-0.399294207520303	-0.886793982921784	8.67380527339782
