ID	miRNA_ID	adj.P.Val	P.Value	t	B	logFC	AveExpr
ILMN_3168616	hsa-miR-92a-1*	4.42239225336799e-06	5.40729183817921e-08	-5.78066284357693	8.03414077691832	-0.76890915807011	6.99904825525735
ILMN_3167178	hsa-miR-18a*	5.79081994432855e-06	7.58622700130378e-08	-5.70851466115531	7.78407805516761	-0.644679742101058	9.50519367150113
ILMN_3168756	hsa-miR-144*	6.37397012183903e-06	8.90685781217681e-08	-5.67414497191568	7.63311770561763	-1.20240028566496	9.47997989542644
ILMN_3168586	hsa-miR-371-5p	8.78509200798315e-06	1.30433680467872e-07	5.5919929880548	7.27191502814624	0.388611262933392	10.0158971874828
ILMN_3167598	hsa-miR-511	9.23868228968764e-06	1.45236926824784e-07	-5.56872131070446	7.1719246128302	-0.684454249775534	9.78274136853117
ILMN_3167164	hsa-miR-371-3p	1.76988755140289e-05	2.9369313080048e-07	5.41491763408363	6.411794732646	0.787832500654781	8.04846460987078
ILMN_3168728	hsa-miR-30c-1*	2.287534127592e-05	3.99569279928733e-07	-5.34689742457872	6.21783982849953	-0.850010279860843	10.8680451914217
ILMN_3168723	hsa-miR-874	4.90506058459017e-05	9.18359906960379e-07	-5.16045844553886	5.33192448790377	-0.362162828675126	12.3792943337983
ILMN_3168568	hsa-miR-34c-3p	4.90506058459017e-05	9.42457055554443e-07	5.154592758886	5.30066492119113	0.383910737511068	7.81884751604001
ILMN_3167050	hsa-miR-452	0.000113775302276119	2.28544275314475e-06	4.95151159756435	4.58202631792175	0.609554357759086	11.8131642089719
ILMN_3167837	hsa-miR-31	0.000114538805714871	2.40081339489686e-06	-4.94007409007734	4.52332182030555	-0.50680958073584	8.98859669342195
